scenario,text,emotion,intensity
Your grandmother is feeling lonely in her nursing home,Your happiness fills my heart - I'm committed to bringing more light into your days.,caring,7
Your grandmother is feeling lonely in her nursing home,Nothing matters more than making sure you feel loved and cherished - I'm here for you always.,caring,8
Your grandmother is feeling lonely in her nursing home,"Grandma, your comfort and happiness are my highest priority - I'm devoted to filling your days with love.",caring,9
Your grandmother is feeling lonely in her nursing home,"My beloved Grandma, your joy and companionship mean everything - I'm completely dedicated to ensuring you feel loved and surrounded by family every moment.",caring,10
Your colleague returned to work after losing a child,"Welcome back, I've been thinking of you.",caring,1
Your colleague returned to work after losing a child,Take all the time you need to readjust - we're here for you.,caring,2
Your colleague returned to work after losing a child,Please don't feel pressured to jump back in - let me help ease your return.,caring,3
Your colleague returned to work after losing a child,Your healing matters more than any work - let me help carry your workload.,caring,4
Your colleague returned to work after losing a child,I can't imagine your pain - please let me know how I can support you during this transition.,caring,5
Your colleague returned to work after losing a child,Your wellbeing is our priority - we're here to support you in whatever way you need.,caring,6
Your colleague returned to work after losing a child,We want to wrap you in support - please let us help you through each moment of this return.,caring,7
Your colleague returned to work after losing a child,Your grief journey matters deeply to us - we're committed to supporting you every step of the way.,caring,8
Your colleague returned to work after losing a child,Your healing and peace are our highest concern - we're here to carry you through this difficult transition.,caring,9
Your colleague returned to work after losing a child,Your comfort and emotional wellbeing mean everything to us - we're completely devoted to supporting you through each moment of this journey.,caring,10
Your best friend is struggling with fertility treatments,"Hey, I know you had another appointment today.",caring,1
Your best friend is struggling with fertility treatments,I've been thinking about you - how are you holding up?,caring,2
Your best friend is struggling with fertility treatments,This journey must be so hard - I'm here whenever you need to talk.,caring,3
Your best friend is struggling with fertility treatments,Your strength amazes me - please let me support you through this process.,caring,4
Your best friend is struggling with fertility treatments,I hate seeing you go through this struggle - I want to be here for every step.,caring,5
Your best friend is struggling with fertility treatments,Your hopes and dreams matter so much to me - I'm here to support you through every treatment.,caring,6
Your best friend is struggling with fertility treatments,This fertility journey is so emotional - I'm committed to being your rock through it all.,caring,7
Your best friend is struggling with fertility treatments,Your dreams of parenthood mean everything to me - I'm here for every high and low of this journey.,caring,8
